NA,target.row,dist.to.feature,feature.name,feature.strand
2248.16,70702,3014,NM_020321,+
2248.17,70703,3026,NM_020321,+
2248.18,70704,3028,NM_020321,+
2248.19,70705,3038,NM_020321,+
2248.2,70706,3040,NM_020321,+
2248.21,70707,3045,NM_020321,+
2248.22,70708,3049,NM_020321,+
2248.23,70709,3059,NM_020321,+
2248.24,70710,3063,NM_020321,+
2248.25,70711,3064,NM_020321,+
2248.26,70712,3073,NM_020321,+
2248.27,70713,3076,NM_020321,+
2248.28,70714,3081,NM_020321,+
2248.29,70715,3086,NM_020321,+
2248.3,70716,3102,NM_020321,+
2248.31,70717,3115,NM_020321,+
2248.32,70718,3123,NM_020321,+
2248.33,70719,3124,NM_020321,+
2248.34,70720,3127,NM_020321,+
2248.35,70721,3140,NM_020321,+
2248.36,70722,3166,NM_020321,+
22394,70723,1086,NM_001164410,-
22421,70724,651,NM_001199694,+
22462,70725,3971,NM_033015,-
2246.11,70726,3919,NM_033015,-
2246.2,70727,3903,NM_033015,-
22521,70728,-404,NM_001258461,-
2252.1,70729,-822,NM_001258461,-
2252.2,70730,-834,NM_001258461,-
22511,70731,27001,NM_001042535,+
2251.1,70732,27068,NM_001042535,+
2251.2,70733,27737,NM_001042535,+
2251.3,70734,27751,NM_001042535,+
2251.4,70735,28024,NM_001042535,+
2251.5,70736,28067,NM_001042535,+
2251.6,70737,28077,NM_001042535,+
2251.7,70738,28096,NM_001042535,+
2251.8,70739,28269,NM_001042535,+
2251.9,70740,28272,NM_001042535,+
2251.1,70741,28276,NM_001042535,+
2251.11,70742,28278,NM_001042535,+
2251.12,70743,28290,NM_001042535,+
2251.13,70744,28300,NM_001042535,+
2251.14,70745,28318,NM_001042535,+
2251.15,70746,28328,NM_001042535,+
2251.16,70747,28334,NM_001042535,+
2251.17,70748,28340,NM_001042535,+
2251.18,70749,28344,NM_001042535,+
2251.19,70750,28349,NM_001042535,+
2251.2,70751,28366,NM_001042535,+
2251.21,70752,28378,NM_001042535,+
2251.22,70753,28380,NM_001042535,+
2251.23,70754,28383,NM_001042535,+
2251.24,70755,28387,NM_001042535,+
2251.25,70756,28388,NM_001042535,+
2251.26,70757,28390,NM_001042535,+
2251.27,70758,28396,NM_001042535,+
2251.28,70759,28397,NM_001042535,+
2251.29,70760,28402,NM_001042535,+
2251.3,70761,28403,NM_001042535,+
2251.31,70762,28404,NM_001042535,+
2251.32,70763,28405,NM_001042535,+
2251.33,70764,28412,NM_001042535,+
2251.34,70765,28413,NM_001042535,+
2251.35,70766,28418,NM_001042535,+
2251.36,70767,28419,NM_001042535,+
2251.37,70768,28420,NM_001042535,+
2251.38,70769,28421,NM_001042535,+
2251.39,70770,28427,NM_001042535,+
2251.4,70771,28661,NM_001042535,+
2251.41,70772,28664,NM_001042535,+
2251.42,70773,28669,NM_001042535,+
2251.43,70774,28688,NM_001042535,+
2251.44,70775,28725,NM_001042535,+
2251.45,70776,28737,NM_001042535,+
2251.46,70777,28750,NM_001042535,+
2251.47,70778,28753,NM_001042535,+
2251.48,70779,28755,NM_001042535,+
2251.49,70780,28771,NM_001042535,+
2251.5,70781,28774,NM_001042535,+
2251.51,70782,28779,NM_001042535,+
2251.52,70783,28781,NM_001042535,+
2251.53,70784,28783,NM_001042535,+
2251.54,70785,28788,NM_001042535,+
2251.55,70786,28791,NM_001042535,+
2251.56,70787,28852,NM_001042535,+
2251.57,70788,28863,NM_001042535,+
2251.58,70789,28865,NM_001042535,+
2251.59,70790,28869,NM_001042535,+
2251.6,70791,28872,NM_001042535,+
2251.61,70792,28874,NM_001042535,+
2251.62,70793,28875,NM_001042535,+
2251.63,70794,28877,NM_001042535,+
2251.64,70795,28878,NM_001042535,+
2251.65,70796,28889,NM_001042535,+
2251.66,70797,28892,NM_001042535,+
2251.67,70798,28896,NM_001042535,+
2251.68,70799,28902,NM_001042535,+
2251.69,70800,28907,NM_001042535,+
2251.7,70801,28908,NM_001042535,+
2251.71,70802,28918,NM_001042535,+
2251.72,70803,28920,NM_001042535,+
2251.73,70804,28922,NM_001042535,+
2251.74,70805,28929,NM_001042535,+
2251.75,70806,28940,NM_001042535,+
2251.76,70807,38967,NM_001042535,+
2251.77,70808,39308,NM_001042535,+
2251.78,70809,39331,NM_001042535,+
7683,70810,-8469,NM_001098834,-
22593,70811,-128,NM_001142459,-
22531,70812,-3950,NM_080871,-
2253.1,70813,-3953,NM_080871,-
2253.2,70814,-3964,NM_080871,-
2253.3,70815,-4018,NM_080871,-
22562,70816,962,NM_001284295,+
2256.12,70817,971,NM_001284295,+
2256.22,70818,1013,NM_001284295,+
2256.32,70819,1037,NM_001284295,+
22622,70820,3397,NM_001003801,-
2262.12,70821,3373,NM_001003801,-
2262.21,70822,-8957,NM_001003801,-
2267,70823,-27679,NM_001243351,+
22681,70824,-28397,NR_034013,+
22722,70825,159,NR_109857,+
2272.12,70826,189,NR_109857,+
2272.22,70827,193,NR_109857,+
2272.32,70828,221,NR_109857,+
2272.42,70829,231,NR_109857,+
2272.51,70830,234,NR_109857,+
22712,70831,-154,NM_198285,-
2271.11,70832,-161,NM_198285,-
22643,70833,105,NM_001284262,-
22743,70834,-8371,NM_144727,-
2274.11,70835,-8373,NM_144727,-
2274.21,70836,-8386,NM_144727,-
2274.31,70837,-19651,NM_144727,-
2274.4,70838,-19673,NM_144727,-
22733,70839,-779,NM_005614,-
2273.15,70840,-785,NM_005614,-
2273.21,70841,-794,NM_005614,-
2273.31,70842,-795,NM_005614,-
2273.41,70843,-822,NM_005614,-
2273.51,70844,-825,NM_005614,-
2273.6,70845,-856,NM_005614,-
2273.7,70846,-857,NM_005614,-
2273.8,70847,-874,NM_005614,-
2273.9,70848,-877,NM_005614,-
2273.1,70849,-879,NM_005614,-
2273.11,70850,-881,NM_005614,-
2273.12,70851,-882,NM_005614,-
2273.13,70852,-890,NM_005614,-
2273.14,70853,-938,NM_005614,-
7723,70854,-58416,NM_024429,-
772.12,70855,-58432,NM_024429,-
772.22,70856,-62718,NM_024429,-
772.31,70857,-75564,NM_024429,-
7744,70858,86779,NM_001040633,-
774.111,70859,78721,NM_001040633,-
774.22,70860,74030,NM_001040633,-
774.31,70861,20560,NM_001040633,-
774.41,70862,-20054,NM_001040633,-
774.51,70863,-25827,NM_001040633,-
2276,70864,-20512,NR_038926,+
2276.1,70865,-20509,NR_038926,+
2276.2,70866,-19501,NR_038926,+
2276.3,70867,-6409,NR_038926,+
7736,70868,-16350,NM_016203,-
773.18,70869,-16359,NM_016203,-
2279,70870,52393,NR_027387,+
22812,70871,-12325,NM_005431,-
22822,70872,-10778,NM_020445,+
2282.11,70873,-10770,NM_020445,+
22852,70874,165202,NR_073000,+
2285.1,70875,165535,NR_073000,+
2285.2,70876,165724,NR_073000,+
2285.3,70877,166105,NR_073000,+
2285.4,70878,166108,NR_073000,+
2285.5,70879,166118,NR_073000,+
2285.6,70880,166129,NR_073000,+
2285.7,70881,166130,NR_073000,+
2285.8,70882,166153,NR_073000,+
2285.9,70883,166154,NR_073000,+
2285.1,70884,166160,NR_073000,+
2285.11,70885,166210,NR_073000,+
2285.12,70886,166211,NR_073000,+
2285.13,70887,166229,NR_073000,+
2285.14,70888,166238,NR_073000,+
2285.15,70889,166374,NR_073000,+
2285.16,70890,166385,NR_073000,+
2285.17,70891,166387,NR_073000,+
2285.18,70892,166388,NR_073000,+
2285.19,70893,166402,NR_073000,+
2285.2,70894,284512,NR_073000,+
2285.21,70895,534295,NR_073000,+
2285.22,70896,534300,NR_073000,+
14411,70897,-486108,NM_001039350,+
144.113,70898,-486053,NM_001039350,+
144.26,70899,-509,NM_001039350,+
144.34,70900,95,NM_001039350,+
144.44,70901,102,NM_001039350,+
144.54,70902,1216,NM_001039350,+
144.63,70903,1217,NM_001039350,+
144.73,70904,1237,NM_001039350,+
144.82,70905,1268,NM_001039350,+
144.92,70906,1270,NM_001039350,+
144.102,70907,1279,NM_001039350,+
144.114,70908,1281,NM_001039350,+
144.122,70909,1291,NM_001039350,+
14916,70910,-24,NM_130797,+
149.16,70911,-20,NM_130797,+
149.25,70912,-8,NM_130797,+
14810,70913,-61,NM_001936,+
148.1,70914,-59,NM_001936,+
148.2,70915,-50,NM_001936,+
22861,70916,-252340,NR_024477,+
2286.1,70917,-233783,NR_024477,+
2286.2,70918,-233780,NR_024477,+
2286.3,70919,-232434,NR_024477,+
2286.4,70920,-232430,NR_024477,+
2286.5,70921,-172934,NR_024477,+
2286.6,70922,-172926,NR_024477,+
2286.7,70923,-159061,NR_024477,+
2286.8,70924,-159052,NR_024477,+
2286.9,70925,-159039,NR_024477,+
2286.1,70926,-159036,NR_024477,+
2286.11,70927,-98158,NR_024477,+
2286.12,70928,-98157,NR_024477,+
2286.13,70929,-98136,NR_024477,+
2286.14,70930,-89887,NR_024477,+
2286.15,70931,-89829,NR_024477,+
2286.16,70932,-38778,NR_024477,+
2286.17,70933,-38745,NR_024477,+
2286.18,70934,-35900,NR_024477,+
2286.19,70935,-35782,NR_024477,+
2286.2,70936,-13300,NR_024477,+
22913,70937,-99332,NM_198337,+
2291.1,70938,-25822,NM_198337,+
22941,70939,-5572,NR_103545,-
2294.1,70940,-5584,NR_103545,-
2294.2,70941,-5914,NR_103545,-
2294.3,70942,-5926,NR_103545,-
2294.4,70943,-6042,NR_103545,-
2294.5,70944,-6387,NR_103545,-
2294.6,70945,-6491,NR_103545,-
2294.7,70946,-6506,NR_103545,-
2294.8,70947,-6521,NR_103545,-
2294.9,70948,-6523,NR_103545,-
2294.1,70949,-6529,NR_103545,-
2294.11,70950,-6537,NR_103545,-
2294.12,70951,-6538,NR_103545,-
2294.13,70952,-6539,NR_103545,-
2294.14,70953,-6540,NR_103545,-
2294.15,70954,-6541,NR_103545,-
2294.16,70955,-6542,NR_103545,-
2294.17,70956,-6547,NR_103545,-
2294.18,70957,-6548,NR_103545,-
2294.19,70958,-6554,NR_103545,-
2294.2,70959,-6559,NR_103545,-
2294.21,70960,-6572,NR_103545,-
2294.22,70961,-13656,NR_103545,-
2294.23,70962,-13657,NR_103545,-
2294.24,70963,-13662,NR_103545,-
2294.25,70964,-13683,NR_103545,-
2294.26,70965,-14511,NR_103545,-
2294.27,70966,-14712,NR_103545,-
2294.28,70967,-14721,NR_103545,-
2294.29,70968,-14722,NR_103545,-
22953,70969,-8058,NM_001427,+
2295.11,70970,-8035,NM_001427,+
2295.2,70971,-7917,NM_001427,+
2295.3,70972,-7913,NM_001427,+
2295.4,70973,-7899,NM_001427,+
2295.5,70974,-7889,NM_001427,+
2295.6,70975,-7847,NM_001427,+
2295.7,70976,-7839,NM_001427,+
2295.8,70977,-3014,NM_001427,+
2295.9,70978,-799,NM_001427,+
2295.1,70979,-772,NM_001427,+
2295.11,70980,-739,NM_001427,+
2295.12,70981,-737,NM_001427,+
2295.13,70982,-733,NM_001427,+
2295.14,70983,-284,NM_001427,+
2295.15,70984,-187,NM_001427,+
2295.16,70985,-180,NM_001427,+
2295.17,70986,-179,NM_001427,+
2295.18,70987,-178,NM_001427,+
2295.19,70988,-177,NM_001427,+
2295.2,70989,-165,NM_001427,+
2295.21,70990,-164,NM_001427,+
2295.22,70991,-163,NM_001427,+
2295.23,70992,-162,NM_001427,+
2295.24,70993,-154,NM_001427,+
2295.25,70994,-153,NM_001427,+
2295.26,70995,-148,NM_001427,+
2295.27,70996,328,NM_001427,+
2295.28,70997,331,NM_001427,+
2295.29,70998,336,NM_001427,+
2295.3,70999,340,NM_001427,+
2295.31,71000,343,NM_001427,+
2295.32,71001,346,NM_001427,+
2295.33,71002,349,NM_001427,+
2295.34,71003,403,NM_001427,+
2295.35,71004,405,NM_001427,+
2295.36,71005,825,NM_001427,+
2295.37,71006,840,NM_001427,+
2295.38,71007,849,NM_001427,+
2295.39,71008,856,NM_001427,+
2295.4,71009,943,NM_001427,+
2295.41,71010,945,NM_001427,+
2295.42,71011,954,NM_001427,+
2295.43,71012,956,NM_001427,+
2295.44,71013,960,NM_001427,+
2295.45,71014,965,NM_001427,+
2295.46,71015,968,NM_001427,+
2295.47,71016,970,NM_001427,+
2295.48,71017,982,NM_001427,+
2295.49,71018,996,NM_001427,+
2295.5,71019,1005,NM_001427,+
2295.51,71020,1007,NM_001427,+
2295.52,71021,1018,NM_001427,+
2295.53,71022,1044,NM_001427,+
2295.54,71023,1468,NM_001427,+
2295.55,71024,1487,NM_001427,+
2295.56,71025,1495,NM_001427,+
2295.57,71026,1502,NM_001427,+
2295.58,71027,2132,NM_001427,+
2295.59,71028,2135,NM_001427,+
2295.6,71029,2136,NM_001427,+
2295.61,71030,2137,NM_001427,+
2295.62,71031,2138,NM_001427,+
2295.63,71032,2145,NM_001427,+
2295.64,71033,2146,NM_001427,+
2295.65,71034,2164,NM_001427,+
2295.66,71035,2169,NM_001427,+
2295.67,71036,8042,NM_001427,+
2295.68,71037,8065,NM_001427,+
2295.69,71038,8070,NM_001427,+
2295.7,71039,8093,NM_001427,+
2295.71,71040,8106,NM_001427,+
2295.72,71041,8115,NM_001427,+
2295.73,71042,8720,NM_001427,+
2295.74,71043,8724,NM_001427,+
2295.75,71044,8733,NM_001427,+
2295.76,71045,8735,NM_001427,+
2295.77,71046,8744,NM_001427,+
2295.78,71047,9073,NM_001427,+
2295.79,71048,9074,NM_001427,+
2295.8,71049,9129,NM_001427,+
2295.81,71050,9136,NM_001427,+
2295.82,71051,9138,NM_001427,+
2295.83,71052,9148,NM_001427,+
2295.84,71053,9151,NM_001427,+
2295.85,71054,9577,NM_001427,+
2295.86,71055,26682,NM_001427,+
2295.87,71056,26689,NM_001427,+
2295.88,71057,26754,NM_001427,+
2295.89,71058,26757,NM_001427,+
2295.9,71059,26759,NM_001427,+
2295.91,71060,26767,NM_001427,+
2295.92,71061,32916,NM_001427,+
2295.93,71062,32978,NM_001427,+
2295.94,71063,32992,NM_001427,+
2295.95,71064,32994,NM_001427,+
2295.96,71065,33030,NM_001427,+
2295.97,71066,33310,NM_001427,+
2295.98,71067,33331,NM_001427,+
2295.99,71068,33349,NM_001427,+
2295.1,71069,33381,NM_001427,+
2295.101,71070,33965,NM_001427,+
7776,71071,24216,NM_001103176,-
777.11,71072,24198,NM_001103176,-
777.24,71073,24197,NM_001103176,-
777.33,71074,24196,NM_001103176,-
777.43,71075,24195,NM_001103176,-
777.52,71076,24187,NM_001103176,-
777.61,71077,24186,NM_001103176,-
777.71,71078,24175,NM_001103176,-
777.81,71079,24038,NM_001103176,-
777.91,71080,24031,NM_001103176,-
777.101,71081,526,NM_001103176,-
777.111,71082,521,NM_001103176,-
777.121,71083,506,NM_001103176,-
777.131,71084,-8238,NM_001103176,-
777.141,71085,-10861,NM_001103176,-
777.151,71086,-15291,NM_001103176,-
777.161,71087,-16156,NM_001103176,-
777.171,71088,-39295,NM_001103176,-
777.18,71089,-44346,NM_001103176,-
777.19,71090,-44359,NM_001103176,-
777.2,71091,-44371,NM_001103176,-
22961,71092,25021,NM_000193,-
2296.1,71093,25015,NM_000193,-
2296.2,71094,25007,NM_000193,-
2296.3,71095,25004,NM_000193,-
2296.4,71096,24966,NM_000193,-
2296.5,71097,16093,NM_000193,-
2296.6,71098,15392,NM_000193,-
2296.7,71099,15385,NM_000193,-
2296.8,71100,14939,NM_000193,-
2296.9,71101,14893,NM_000193,-
2296.1,71102,14709,NM_000193,-
2296.11,71103,8901,NM_000193,-
2296.12,71104,8900,NM_000193,-
2296.13,71105,8871,NM_000193,-
2296.14,71106,8864,NM_000193,-
2296.15,71107,8858,NM_000193,-
2296.16,71108,8831,NM_000193,-
2296.17,71109,8274,NM_000193,-
2296.18,71110,-4972,NM_000193,-
2296.19,71111,-4980,NM_000193,-
2296.2,71112,-6431,NM_000193,-
2296.21,71113,-6434,NM_000193,-
2296.22,71114,-6455,NM_000193,-
2296.23,71115,-6456,NM_000193,-
2296.24,71116,-6482,NM_000193,-
2296.25,71117,-6490,NM_000193,-
2296.26,71118,-18699,NM_000193,-
2296.27,71119,-18718,NM_000193,-
2296.28,71120,-18786,NM_000193,-
2296.29,71121,-18870,NM_000193,-
2296.3,71122,-18882,NM_000193,-
2296.31,71123,-18894,NM_000193,-
2296.32,71124,-19180,NM_000193,-
2296.33,71125,-19196,NM_000193,-
2296.34,71126,-24565,NM_000193,-
2296.35,71127,-24579,NM_000193,-
2296.36,71128,-24581,NM_000193,-
2296.37,71129,-24625,NM_000193,-
2296.38,71130,-58135,NM_000193,-
2296.39,71131,-58179,NM_000193,-
2296.4,71132,-58199,NM_000193,-
2296.41,71133,-68384,NM_000193,-
2296.42,71134,-68443,NM_000193,-
2296.43,71135,-68452,NM_000193,-
2296.44,71136,-68466,NM_000193,-
2296.45,71137,-75119,NM_000193,-
22971,71138,-10936,NM_001291913,+
2297.1,71139,482,NM_001291913,+
2297.2,71140,35825,NM_001291913,+
2297.3,71141,42288,NM_001291913,+
2297.4,71142,42309,NM_001291913,+
2297.5,71143,57376,NM_001291913,+
2297.6,71144,77815,NM_001291913,+
2297.7,71145,77826,NM_001291913,+
2297.8,71146,77834,NM_001291913,+
2297.9,71147,77843,NM_001291913,+
2297.1,71148,79289,NM_001291913,+
2297.11,71149,79318,NM_001291913,+
2297.12,71150,79338,NM_001291913,+
2297.13,71151,79370,NM_001291913,+
2297.14,71152,81217,NM_001291913,+
2297.15,71153,81223,NM_001291913,+
2297.16,71154,81237,NM_001291913,+
2297.17,71155,81300,NM_001291913,+
2297.18,71156,83733,NM_001291913,+
2297.19,71157,83761,NM_001291913,+
2297.2,71158,83797,NM_001291913,+
2297.21,71159,83806,NM_001291913,+
2297.22,71160,100779,NM_001291913,+
2297.23,71161,111593,NM_001291913,+
2297.24,71162,111626,NM_001291913,+
2297.25,71163,112914,NM_001291913,+
2297.26,71164,112943,NM_001291913,+
2297.27,71165,112982,NM_001291913,+
2297.28,71166,132714,NM_001291913,+
2297.29,71167,132722,NM_001291913,+
2297.3,71168,132741,NM_001291913,+
2297.31,71169,136580,NM_001291913,+
2297.32,71170,143127,NM_001291913,+
2297.33,71171,145594,NM_001291913,+
2297.34,71172,145605,NM_001291913,+
2297.35,71173,145666,NM_001291913,+
2297.36,71174,153100,NM_001291913,+
2297.37,71175,153114,NM_001291913,+
2297.38,71176,158205,NM_001291913,+
2297.39,71177,159936,NM_001291913,+
2297.4,71178,194810,NM_001291913,+
2297.41,71179,205849,NM_001291913,+
2297.42,71180,205870,NM_001291913,+
2297.43,71181,205909,NM_001291913,+
2297.44,71182,207724,NM_001291913,+
2297.45,71183,207750,NM_001291913,+
2297.46,71184,207773,NM_001291913,+
2297.47,71185,207804,NM_001291913,+
2297.48,71186,232333,NM_001291913,+
2297.49,71187,232355,NM_001291913,+
2297.5,71188,232387,NM_001291913,+
2297.51,71189,232415,NM_001291913,+
2297.52,71190,236439,NM_001291913,+
15126,71191,207296,NR_038232,-
151.19,71192,126976,NR_038232,-
151.25,71193,126950,NR_038232,-
151.35,71194,125418,NR_038232,-
151.44,71195,79894,NR_038232,-
151.54,71196,79889,NR_038232,-
151.62,71197,57984,NR_038232,-
151.72,71198,57901,NR_038232,-
151.82,71199,57860,NR_038232,-
151.92,71200,57511,NR_038232,-
151.102,71201,57495,NR_038232,-
151.112,71202,57491,NR_038232,-
151.122,71203,-17002,NR_038232,-
7846,71204,-4682,NR_103858,-
784.116,71205,-4804,NR_103858,-
784.29,71206,-4815,NR_103858,-
784.35,71207,-4822,NR_103858,-
784.45,71208,-13285,NR_103858,-
784.55,71209,-13297,NR_103858,-
784.65,71210,-13298,NR_103858,-
784.75,71211,-13303,NR_103858,-
784.84,71212,-13304,NR_103858,-
784.92,71213,-13310,NR_103858,-
784.102,71214,-13311,NR_103858,-
784.117,71215,-13327,NR_103858,-
784.122,71216,-13792,NR_103858,-
784.131,71217,-13800,NR_103858,-
784.141,71218,-13850,NR_103858,-
7834,71219,-1148,NM_138400,+
23031,71220,24654,NM_001165255,-
2303.11,71221,24601,NM_001165255,-
2303.21,71222,24589,NM_001165255,-
2303.3,71223,20259,NM_001165255,-
2303.4,71224,16035,NM_001165255,-
2303.5,71225,16012,NM_001165255,-
2303.6,71226,7078,NM_001165255,-
2303.7,71227,6702,NM_001165255,-
2303.8,71228,6693,NM_001165255,-
2303.9,71229,6692,NM_001165255,-
2303.1,71230,6663,NM_001165255,-
2303.11,71231,6630,NM_001165255,-
2303.12,71232,6615,NM_001165255,-
2303.13,71233,2497,NM_001165255,-
2303.14,71234,2443,NM_001165255,-
2303.15,71235,2421,NM_001165255,-
2303.16,71236,591,NM_001165255,-
2303.17,71237,582,NM_001165255,-
2303.18,71238,-143,NM_001165255,-
2303.19,71239,-159,NM_001165255,-
2303.2,71240,-165,NM_001165255,-
23042,71241,6893,NR_038835,+
2304.11,71242,6958,NR_038835,+
2304.21,71243,6963,NR_038835,+
2304.34,71244,7153,NR_038835,+
2304.42,71245,7167,NR_038835,+
2304.51,71246,7172,NR_038835,+
2304.61,71247,7173,NR_038835,+
2304.7,71248,7198,NR_038835,+
2304.8,71249,7206,NR_038835,+
2304.9,71250,7422,NR_038835,+
2304.1,71251,7429,NR_038835,+
2304.111,71252,7485,NR_038835,+
2304.12,71253,7492,NR_038835,+
2304.13,71254,7494,NR_038835,+
2304.14,71255,8240,NR_038835,+
2304.15,71256,8281,NR_038835,+
2304.16,71257,8287,NR_038835,+
2304.17,71258,8289,NR_038835,+
2304.18,71259,8780,NR_038835,+
2304.19,71260,9834,NR_038835,+
2304.2,71261,9843,NR_038835,+
2304.211,71262,9875,NR_038835,+
2304.22,71263,9877,NR_038835,+
2304.23,71264,9888,NR_038835,+
2304.24,71265,10256,NR_038835,+
2304.25,71266,10931,NR_038835,+
2304.26,71267,29315,NR_038835,+
2304.27,71268,29329,NR_038835,+
2304.28,71269,30218,NR_038835,+
2304.29,71270,30225,NR_038835,+
2304.3,71271,33549,NR_038835,+
2304.311,71272,33602,NR_038835,+
2304.32,71273,33607,NR_038835,+
2304.33,71274,33610,NR_038835,+
7807,71275,-60898,NM_014671,+
780.113,71276,-60588,NM_014671,+
780.213,71277,-60584,NM_014671,+
780.38,71278,-60582,NM_014671,+
780.42,71279,-60567,NM_014671,+
780.52,71280,-60566,NM_014671,+
780.62,71281,-60554,NM_014671,+
780.72,71282,-60553,NM_014671,+
780.82,71283,-60532,NM_014671,+
780.92,71284,-60470,NM_014671,+
780.101,71285,-60462,NM_014671,+
780.114,71286,-60456,NM_014671,+
780.121,71287,-60450,NM_014671,+
780.131,71288,-60448,NM_014671,+
780.141,71289,-60437,NM_014671,+
780.151,71290,-51099,NM_014671,+
780.161,71291,-51090,NM_014671,+
780.171,71292,-51089,NM_014671,+
780.181,71293,-51082,NM_014671,+
780.191,71294,-26111,NM_014671,+
780.201,71295,-26101,NM_014671,+
780.214,71296,-26072,NM_014671,+
780.221,71297,-13027,NM_014671,+
7827,71298,-98716,NM_005494,+
782.116,71299,-59888,NM_005494,+
782.21,71300,-59868,NM_005494,+
782.31,71301,-59824,NM_005494,+
782.43,71302,-59812,NM_005494,+
782.53,71303,-59811,NM_005494,+
782.63,71304,-59803,NM_005494,+
782.73,71305,-59783,NM_005494,+
782.82,71306,-59782,NM_005494,+
782.92,71307,-59753,NM_005494,+
782.102,71308,-59752,NM_005494,+
782.117,71309,-59737,NM_005494,+
782.122,71310,-59731,NM_005494,+
782.132,71311,-57761,NM_005494,+
782.141,71312,-57756,NM_005494,+
782.151,71313,-57755,NM_005494,+
782.161,71314,-57747,NM_005494,+
782.171,71315,-57746,NM_005494,+
782.181,71316,-57730,NM_005494,+
782.191,71317,-57729,NM_005494,+
782.2,71318,-57728,NM_005494,+
782.211,71319,-57727,NM_005494,+
782.221,71320,-57722,NM_005494,+
782.231,71321,-57565,NM_005494,+
782.24,71322,-57546,NM_005494,+
782.25,71323,-57545,NM_005494,+
782.26,71324,-57500,NM_005494,+
782.27,71325,-57494,NM_005494,+
782.28,71326,-57492,NM_005494,+
782.29,71327,-57349,NM_005494,+
782.3,71328,-57340,NM_005494,+
782.311,71329,-57321,NM_005494,+
782.321,71330,-57320,NM_005494,+
782.33,71331,-57317,NM_005494,+
782.34,71332,-57316,NM_005494,+
782.35,71333,-57306,NM_005494,+
782.36,71334,-57297,NM_005494,+
782.37,71335,-57296,NM_005494,+
782.38,71336,-57282,NM_005494,+
782.39,71337,-57281,NM_005494,+
782.4,71338,-57280,NM_005494,+
782.411,71339,-57279,NM_005494,+
782.421,71340,-57250,NM_005494,+
15017,71341,-35030,NR_110157,+
150.115,71342,-35000,NR_110157,+
150.213,71343,-8517,NR_110157,+
150.37,71344,-8513,NR_110157,+
150.43,71345,2015,NR_110157,+
150.53,71346,3688,NR_110157,+
150.63,71347,3766,NR_110157,+
150.73,71348,18693,NR_110157,+
150.83,71349,18697,NR_110157,+
150.93,71350,18871,NR_110157,+
150.103,71351,18904,NR_110157,+
150.116,71352,22842,NR_110157,+
150.122,71353,22870,NR_110157,+
150.131,71354,22923,NR_110157,+
150.141,71355,34910,NR_110157,+
150.151,71356,34919,NR_110157,+
150.161,71357,34928,NR_110157,+
150.171,71358,34939,NR_110157,+
23061,71359,34616,NR_029689,-
2306.1,71360,34598,NR_029689,-
2306.2,71361,34579,NR_029689,-
2306.3,71362,34569,NR_029689,-
2306.4,71363,34343,NR_029689,-
2306.5,71364,31731,NR_029689,-
2306.6,71365,31678,NR_029689,-
2306.7,71366,18878,NR_029689,-
2306.8,71367,18866,NR_029689,-
2306.9,71368,18863,NR_029689,-
2306.1,71369,18860,NR_029689,-
2306.11,71370,18859,NR_029689,-
2306.12,71371,18849,NR_029689,-
2306.13,71372,18848,NR_029689,-
2306.14,71373,18837,NR_029689,-
2306.15,71374,18826,NR_029689,-
2306.16,71375,13951,NR_029689,-
2306.17,71376,7903,NR_029689,-
2306.18,71377,-306,NR_029689,-
2306.19,71378,-339,NR_029689,-
2306.2,71379,-5235,NR_029689,-
2306.21,71380,-5237,NR_029689,-
2306.22,71381,-5241,NR_029689,-
2306.23,71382,-5258,NR_029689,-
2306.24,71383,-5266,NR_029689,-
2306.25,71384,-19893,NR_029689,-
2306.26,71385,-19941,NR_029689,-
2306.27,71386,-19945,NR_029689,-
2306.28,71387,-23816,NR_029689,-
2306.29,71388,-23836,NR_029689,-
2306.3,71389,-29579,NR_029689,-
2306.31,71390,-36049,NR_029689,-
2306.32,71391,-38496,NR_029689,-
2306.33,71392,-38928,NR_029689,-
2306.34,71393,-38952,NR_029689,-
2306.35,71394,-38953,NR_029689,-
2306.36,71395,-38967,NR_029689,-
2306.37,71396,-39123,NR_029689,-
2306.38,71397,-39131,NR_029689,-
2306.39,71398,-39140,NR_029689,-
2306.4,71399,-39235,NR_029689,-
2306.41,71400,-39445,NR_029689,-
2306.42,71401,-46390,NR_029689,-
2306.43,71402,-46899,NR_029689,-
2306.44,71403,-46903,NR_029689,-
2306.45,71404,-47053,NR_029689,-
2306.46,71405,-47115,NR_029689,-
2306.47,71406,-59321,NR_029689,-
2306.48,71407,-59337,NR_029689,-
2306.49,71408,-59372,NR_029689,-
2306.5,71409,-59379,NR_029689,-
2306.51,71410,-60135,NR_029689,-
2306.52,71411,-60228,NR_029689,-
2306.53,71412,-84118,NR_029689,-
2306.54,71413,-84179,NR_029689,-
2306.55,71414,-94196,NR_029689,-
2306.56,71415,-94255,NR_029689,-
2306.57,71416,-94257,NR_029689,-
2306.58,71417,-94264,NR_029689,-
2306.59,71418,-109724,NR_029689,-
2306.6,71419,-109726,NR_029689,-
2306.61,71420,-110082,NR_029689,-
2306.62,71421,-110492,NR_029689,-
2306.63,71422,-110494,NR_029689,-
2306.64,71423,-110575,NR_029689,-
2306.65,71424,-110576,NR_029689,-
2306.66,71425,-110588,NR_029689,-
2306.67,71426,-110590,NR_029689,-
